trend,january,february,march,april,may,june,july,august,september,october,november,december,,new_tags_taxonomy,shopstyle_taxonomy
workout shorts,18100,22200,22200,27100,27100,33100,27100,22200,22200,22200,22200,,,Shorts - Classification,women.womens_clothes
cocktail ring,12100,12100,12100,12100,9900,9900,12100,9900,14800,18100,22200,,,Jewelry - Rings: Classification,women.womens_clothes.jewelry.rings
tablet bag,18100,14800,12100,12100,14800,14800,14800,12100,14800,18100,22200,,,Tech Accessories - Classification,women.handbags
maternity tights,12100,12100,8100,6600,5400,5400,8100,18100,27100,27100,22200,,,Maternity - Classification,women.womens_clothes
bell bottom jeans,22200,22200,22200,22200,18100,22200,22200,27100,33100,22200,22200,,,Denim and Jeans - Classification,women.womens_clothes.jeans
mens loungewear,2900,2400,1900,2900,2900,2400,2400,2900,5400,12100,22200,,,Mens - Sleepwear: Classification,men.mens_clothes.mens_sleepwear
black shorts,22200,33100,33100,33100,40500,40500,49500,40500,49500,22200,22200,,,Shorts - Classification,women.womens_clothes.shorts
dark green,14800,14800,14800,14800,14800,14800,14800,18100,18100,22200,22200,,,Trends - Color,women.womens_clothes
cords,18100,18100,14800,18100,14800,14800,14800,18100,27100,22200,22200,,,,women.womens_clothes
ceramic flat iron,12100,12100,12100,9900,8100,9900,12100,12100,12100,18100,22200,,,Beauty - Hair Tools,women.womens_beauty.hair_care.hair_styling_tools.blow_dryers_irons
satin dress,14800,18100,18100,18100,14800,14800,18100,18100,22200,27100,22200,,,Dresses -  Material,women.womens_clothes.dresses
mens activewear,4400,4400,4400,5400,5400,4400,5400,12100,18100,22200,22200,,,Mens - Activewear: Classification,men.mens_clothes.mens_athletic
cold brew,9900,12100,18100,22200,33100,40500,40500,27100,22200,22200,22200,,,Coffee,living.kitchen.coffee_tea
v neck dress,14800,18100,18100,18100,18100,18100,18100,18100,18100,22200,22200,,,,women.womens_clothes.dresses
mens down vest,5400,3600,2400,1600,1600,1600,2400,4400,12100,14800,22200,,,Mens - Jackets and Vests: Material,men.mens_clothes.mens_outerwear
stainless steel watch,12100,14800,12100,12100,12100,14800,14800,14800,14800,22200,22200,,,Accessories - Watches: Material & Color,women.womens_clothes.jewelry.watches
24k gold,14800,14800,14800,14800,12100,14800,14800,14800,18100,22200,22200,,,,women.womens_clothes.jewelry
lotion gift set,1600,1000,1000,1600,720,720,880,880,1600,6600,22200,,,Trends - Gifting: Beauty Sets,living.bath.soaps_gift_sets
face serum,18100,18100,22200,14800,12100,14800,18100,14800,33100,22200,22200,,,Beauty - Skin Care Products,women.womens_beauty.skin_care.face_care
18k gold,14800,14800,14800,14800,14800,14800,14800,14800,18100,18100,22200,,,,women.womens_clothes.jewelry
dark brown,14800,18100,14800,18100,14800,18100,18100,18100,18100,22200,22200,,,Trends - Color,women
patterned leggings,14800,12100,9900,8100,8100,8100,8100,9900,18100,22200,22200,,,Pants - Leggings,women.womens_clothes.womens_pants.leggings
mens brogues,22200,22200,18100,18100,14800,12100,14800,18100,18100,22200,22200,,,Mens - Dress Shoes,men.mens_shoes.mens_lace_up_shoes
georgette,27100,27100,27100,27100,22200,22200,22200,22200,22200,22200,22200,,,Trends - Fabric,women.womens_clothes
pullover sweater,8100,6600,6600,5400,4400,5400,6600,9900,18100,27100,22200,,,Sweaters and Cold Weather Knits - Silhouette,women.womens_clothes.sweaters
denim leggings,18100,14800,12100,12100,9900,8100,12100,14800,22200,22200,22200,,,Pants - Leggings,women.womens_clothes
nail kits,8100,8100,6600,6600,6600,6600,8100,6600,9900,18100,22200,,,,women.womens_beauty
wrap sweater,8100,6600,4400,4400,3600,4400,8100,12100,18100,22200,22200,,,Sweaters and Cold Weather Knits - Silhouette,women.womens_clothes.sweaters
skinny pants,12100,14800,12100,12100,12100,12100,14800,14800,22200,22200,22200,,,Pants - Silhouette,women.womens_clothes.womens_pants.skinny_pants
slip dress,18100,18100,22200,22200,18100,22200,18100,18100,22200,18100,22200,,,Dresses - Silhouette,women.womens_clothes.dresses
spandex leggings,18100,18100,14800,14800,14800,12100,14800,14800,22200,22200,22200,,,Pants - Leggings,women.womens_clothes.womens_pants.leggings
peasant top,22200,33100,33100,40500,33100,33100,40500,33100,49500,27100,22200,,,Tops - Silhouette,women.womens_clothes.womens_tops
high waisted leggings,14800,14800,12100,9900,9900,9900,12100,14800,22200,22200,22200,,,Pants - Leggings,women.womens_clothes.womens_pants.leggings
white diamond,8100,8100,9900,9900,8100,9900,9900,8100,9900,14800,22200,,,,women.womens_clothes.jewelry.diamond_jewelry
kimye,14800,18100,14800,14800,22200,14800,12100,9900,9900,8100,22200,,,,
crochet top,33100,49500,60500,60500,60500,60500,40500,27100,27100,22200,22200,,,Tops - Embellishment,women.womens_clothes.womens_tops
pink lipstick,22200,22200,22200,22200,18100,18100,18100,18100,22200,22200,22200,,,Beauty - Color Cosmetics: Lips,women.womens_beauty.makeup.lip_products.lipstick
self tanner,27100,49500,74000,74000,60500,40500,27100,22200,22200,22200,22200,,,Beauty - Skin Care Products,women.womens_beauty.skin_care.sun_care
silk dress,22200,27100,33100,33100,33100,27100,27100,22200,27100,22200,22200,,,Dresses -  Material,women.womens_clothes.dresses
cma awards,8100,9900,74000,6600,27100,8100,22200,18100,60500,450000,22200,,,,
side swept bangs,22200,22200,22200,22200,18100,22200,22200,18100,18100,22200,27100,,,Beauty - Hair Styles,women.womens_beauty.hair_accessories
free delivery,14800,14800,14800,14800,14800,14800,14800,14800,18100,22200,27100,,,Trends - Promotion,women.womens_beauty
jake and the never land pirates,8100,9900,6600,6600,5400,6600,8100,8100,8100,22200,27100,,,,kids_and_baby
capri leggings,33100,74000,90500,110000,110000,90500,74000,40500,33100,27100,27100,,,Pants - Leggings,women.womens_clothes
13 inch laptop sleeve,18100,18100,14800,14800,14800,18100,33100,27100,18100,22200,27100,,,Tech Accessories - Classification,living.luggage.laptop_cases
denim vest,27100,40500,49500,49500,49500,49500,49500,40500,40500,33100,27100,,,Outerwear - Jackets and Vests: Material,women.womens_clothes.jackets.vests
nursing top,18100,22200,22200,22200,18100,22200,22200,22200,27100,27100,27100,,,Maternity - Classification,women.womens_clothes
fur stole,14800,12100,8100,8100,8100,8100,9900,14800,33100,33100,27100,,,Cold Weather Accessories - Scarves: Material,women.womens_clothes.womens_accessories.scarves
3.1 phillip lim,33100,33100,27100,27100,27100,27100,27100,27100,27100,33100,27100,,,,women
dark lipstick,12100,9900,8100,8100,6600,8100,12100,14800,27100,22200,27100,,,Beauty - Color Cosmetics: Lips,women.womens_beauty.makeup.lip_products.lipstick
silk blouse,27100,27100,27100,22200,22200,22200,27100,22200,33100,27100,27100,,,Tops - Material: Woven,women.womens_clothes.womens_tops
denim skirts,33100,40500,40500,40500,33100,33100,40500,33100,33100,27100,27100,,,,women.womens_clothes.skirts
grape seed oil,27100,27100,27100,27100,22200,27100,27100,27100,27100,27100,27100,,,Beauty - Beauty Ingredients,women.womens_beauty
western shirt,22200,27100,22200,22200,22200,22200,22200,22200,40500,27100,27100,,,,men.mens_clothes.mens_shirts
tonys,22200,18100,22200,22200,49500,22200,22200,22200,22200,22200,27100,,,Events - Red Carpet Hashtags,women
cheilitis,22200,22200,22200,27100,22200,22200,22200,22200,27100,27100,27100,,,Beauty - Lip Problems,women.womens_beauty.makeup.face_makeup
thong underwear,22200,18100,18100,22200,18100,22200,22200,22200,22200,22200,27100,,,,women.womens_clothes.womens_intimates.thongs
luxury bedding,27100,27100,22200,22200,18100,22200,27100,27100,27100,27100,27100,,,,living.bedding
plus size panties,22200,18100,18100,18100,18100,18100,22200,18100,18100,22200,27100,,,"Intimates - Panties: Silhouette,Clothing - Plus Size",women.womens_clothes.plus_sizes.plus_size_intimates
ombre lips,18100,14800,18100,14800,14800,14800,14800,18100,22200,22200,27100,,,,women.womens_beauty.makeup.lip_products
lace underwear,18100,18100,18100,18100,18100,18100,18100,22200,18100,22200,27100,,,,women.womens_clothes.womens_intimates
mohair sweater,27100,27100,22200,22200,22200,22200,22200,27100,33100,27100,27100,,,Sweaters and Cold Weather Knits - Material,women.womens_clothes.sweaters
white eyeliner,22200,22200,22200,22200,22200,22200,22200,22200,33100,22200,27100,,,Beauty - Color Cosmetics: Eyes,women.womens_beauty.makeup.eye_makeup.eyeliner
canvas bags,27100,33100,33100,33100,33100,33100,33100,27100,33100,33100,27100,,,,women.handbags
blush palette,18100,22200,18100,18100,18100,18100,18100,18100,22200,27100,27100,,,Beauty - Color Cosmetics: Face,women.womens_beauty.makeup
mens cashmere scarf,4400,1600,720,480,480,720,1000,2400,6600,18100,27100,,,Mens - Coldweather Accessories,men.mens_clothes.mens_accessories.mens_gloves_and_scarves
high waisted pants,22200,27100,22200,22200,22200,27100,27100,22200,27100,27100,27100,,,Pants - Silhouette,women.womens_clothes.womens_pants
mud mask,14800,14800,14800,14800,14800,18100,18100,18100,27100,22200,27100,,,Beauty - Korean,women.womens_beauty.skin_care.face_care
hair mousse,18100,22200,18100,22200,22200,22200,22200,22200,22200,22200,27100,,,Beauty - Hair Products,women.womens_beauty.hair_care.hair_styling_products
sequin shorts,12100,14800,12100,12100,12100,12100,12100,12100,22200,14800,27100,,,Shorts - Classification,women.womens_clothes.shorts
thermal leggings,14800,6600,2900,3600,2900,3600,5400,12100,27100,40500,27100,,,"Mens - Sleepwear: Classification,Pants - Leggings",women.womens_clothes.womens_pants.leggings
large suitcase,22200,27100,22200,33100,33100,33100,33100,22200,27100,27100,27100,,,Luggage - Classification,living.luggage
ring set,12100,12100,12100,12100,12100,14800,14800,14800,18100,22200,27100,,,Jewelry - Rings: Classification,women.womens_clothes.jewelry.rings
pilot watch,22200,27100,27100,22200,22200,22200,22200,22200,27100,27100,27100,,,Accessories - Watches: Classification,men.mens_clothes.mens_watches_and_jewelry.mens_watches
engineer boots,18100,22200,18100,14800,14800,14800,18100,22200,27100,27100,27100,,,Shoes - Boots: Classification,women.womens_shoes.boots
diamond watch,18100,18100,18100,18100,14800,14800,14800,14800,22200,22200,27100,,,Accessories - Watches: Material & Color,women.womens_clothes.jewelry
mens backpacks,14800,18100,14800,14800,14800,27100,40500,22200,18100,22200,27100,,,Mens - Bags: Classification,men.mens_bags.mens_backpacks
personalized books,5400,5400,4400,5400,4400,4400,5400,8100,12100,27100,27100,,,Home - Books,kids_and_baby.kids_toys.kids_books_music_and_dvds.baby_and_toddler_books
tapered jeans,14800,18100,14800,14800,12100,14800,14800,18100,18100,22200,27100,,,,men.mens_clothes.mens_jeans
leather ankle boots,12100,12100,8100,8100,6600,8100,12100,22200,33100,33100,27100,,,,women.womens_shoes.boots
black lace,33100,27100,27100,27100,27100,27100,27100,40500,49500,33100,27100,,,,women.womens_clothes
full slip,22200,27100,33100,33100,33100,27100,27100,27100,27100,27100,27100,,,Intimates - Classification,men.mens_shoes.mens_slip_ons_shoes
face contouring,22200,22200,22200,22200,18100,22200,22200,22200,22200,22200,27100,,,Beauty - Contouring Techniques,women.womens_beauty
mens khaki pants,12100,12100,12100,12100,12100,14800,22200,18100,22200,27100,27100,,,"Mens - Pants,Mens - Casual Pants: Silhouette",men.mens_clothes.mens_pants.mens_chinos_and_khakis
chain wallet,22200,22200,18100,18100,18100,18100,18100,18100,18100,18100,27100,,,"Handbags - Classification,Small Leather Goods - Classification",women.handbags.wallets
floral dresses,40500,74000,74000,74000,60500,60500,49500,40500,33100,33100,27100,,,,women.womens_clothes.dresses
scalp treatment,40500,33100,33100,27100,22200,22200,27100,27100,33100,22200,27100,,,Beauty - Hair Products,women.womens_beauty.hair_care.hair_scalp_treatments
bifocals,22200,27100,22200,22200,18100,18100,18100,22200,22200,22200,27100,,,,women.womens_clothes.womens_accessories.womens_eyewear
checkbook wallet,18100,18100,14800,14800,14800,14800,14800,14800,14800,18100,27100,,,Small Leather Goods - Classification,women.handbags.wallets
evening shoes,27100,33100,27100,27100,22200,22200,27100,27100,33100,33100,27100,,,Shoes - Occasion,women.womens_shoes.evening_shoes
hooded jacket,12100,18100,12100,9900,8100,8100,14800,18100,33100,33100,27100,,,Outerwear - Jackets and Vests: Silhouette,men.mens_clothes.mens_outerwear.mens_jackets
nylon panties,33100,27100,27100,22200,22200,27100,27100,27100,27100,27100,27100,,,Intimates - Panties: Silhouette,women.womens_clothes.womens_intimates.panties
embellished dress,12100,14800,14800,14800,12100,12100,12100,14800,18100,33100,27100,,,Dresses - Embellishment,women.womens_clothes.dresses
eye makeup remover,22200,27100,22200,22200,22200,22200,27100,22200,27100,27100,27100,,,Beauty - Skin Care Products,women.womens_beauty.makeup.eye_makeup.eye_makeup_remover
waterproof mascara,22200,27100,27100,33100,33100,40500,33100,27100,27100,27100,27100,,,Beauty - Color Cosmetics: Eyes,women.womens_beauty.makeup.eye_makeup.mascara
titanium watch,22200,22200,18100,22200,22200,22200,22200,18100,22200,22200,27100,,,Accessories - Watches: Material & Color,men.mens_clothes.mens_watches_and_jewelry
diver watch,22200,22200,22200,22200,27100,27100,27100,22200,27100,27100,27100,,,Accessories - Watches: Classification,men.mens_clothes.mens_watches_and_jewelry.mens_watches
faux leather pants,14800,9900,6600,5400,5400,8100,9900,18100,33100,27100,27100,,,Pants - Material,women.womens_clothes.womens_pants
taffeta,22200,27100,33100,22200,22200,22200,22200,27100,27100,27100,27100,,,Trends - Fabric,women.womens_clothes
plaid pants,9900,9900,8100,8100,6600,8100,12100,14800,27100,22200,27100,,,Pants - Embellishment,men.mens_clothes.mens_pants
hamsa necklace,22200,18100,18100,22200,18100,22200,22200,18100,18100,22200,27100,,,Jewelry - Necklace: Classification,women.womens_clothes.jewelry.necklaces
eyebrow powder,22200,22200,22200,22200,18100,22200,22200,22200,22200,22200,27100,,,"Beauty - Cosmetic Products,Beauty - Color Cosmetics: Eyes",women.womens_beauty.makeup.eye_makeup
kimono cardigan,33100,40500,49500,60500,60500,49500,40500,33100,33100,27100,27100,,,Sweaters and Cold Weather Knits - Silhouette,women.womens_clothes.sweaters.cardigan_sweaters
suede booties,12100,9900,6600,4400,4400,6600,14800,22200,33100,33100,27100,,,Shoes - Booties: Materials,women.womens_shoes.boots
lace up flats,5400,9900,12100,14800,12100,14800,27100,33100,33100,27100,27100,,,,women.womens_shoes.flats
cropped sweater,12100,12100,8100,6600,5400,6600,9900,12100,22200,27100,27100,,,Sweaters and Cold Weather Knits - Silhouette,women.womens_clothes.sweaters
toe ring,33100,40500,49500,60500,60500,60500,49500,27100,22200,27100,27100,,,Jewelry - Body Accessories,women.womens_clothes.jewelry.rings
eyebrow makeup,22200,22200,22200,22200,18100,22200,22200,22200,22200,22200,27100,,,,women.womens_beauty.makeup.eye_makeup
clubmaster sunglasses,22200,33100,49500,49500,49500,49500,40500,27100,22200,22200,27100,,,Sunglasses: Frame Shape,women.womens_clothes.womens_accessories.womens_eyewear.sunglasses
flare jeans,33100,40500,33100,27100,22200,27100,40500,40500,40500,33100,27100,,,Denim and Jeans - Classification,women.womens_clothes.jeans.flare_jeans
powder foundation,18100,22200,18100,18100,18100,18100,22200,18100,22200,27100,27100,,,Beauty - Color Cosmetics: Face,women.womens_beauty.makeup.face_makeup.face_powder_foundation
navy dress,33100,40500,40500,40500,40500,40500,40500,40500,40500,40500,27100,,,Dresses - Color,women.womens_clothes.dresses
2 piece dress,22200,27100,27100,27100,22200,22200,22200,27100,27100,27100,27100,,,,women.womens_clothes.dresses
linen pants,40500,74000,90500,110000,110000,90500,74000,40500,33100,27100,27100,,,Pants - Material,women.womens_clothes.womens_pants
peep toe booties,22200,33100,27100,22200,18100,22200,33100,49500,49500,33100,27100,,,Shoes - Booties: Classification,women.womens_shoes.boots
ankle strap heels,33100,40500,40500,40500,27100,27100,27100,27100,27100,27100,27100,,,,women.womens_shoes
boyfriend cardigan,14800,14800,14800,14800,12100,12100,22200,22200,27100,27100,27100,,,,women.womens_clothes.sweaters.cardigan_sweaters
nail polish gift set,1300,1600,1600,1600,1300,1600,1600,1900,4400,14800,27100,,,"Gifting,Trends - Gifting: Beauty Sets",women.womens_beauty.makeup.nail_products.nail_polish
running leggings,22200,27100,18100,18100,14800,12100,14800,18100,27100,33100,27100,,,Pants - Leggings,women.womens_clothes.womens_pants.leggings
knit scarf,8100,4400,2400,2400,2400,3600,5400,8100,18100,27100,27100,,,Cold Weather Accessories - Scarves: Material,women.womens_clothes.womens_accessories.scarves
liquid foundation,18100,18100,14800,14800,12100,14800,14800,14800,22200,22200,27100,,,Beauty - Color Cosmetics: Face,women.womens_beauty.makeup.face_makeup.face_liquid_foundation
bell bottoms,22200,22200,22200,22200,18100,22200,27100,27100,40500,27100,27100,,,Denim and Jeans - Classification,women.womens_clothes
gladiator heels,27100,40500,40500,49500,49500,49500,40500,33100,40500,27100,27100,,,Shoes - Heels: Classification,women.womens_shoes.sandals
pastel pink,12100,14800,18100,18100,18100,22200,22200,18100,22200,22200,27100,,,Trends - Color,women.womens_clothes
mens oxford shoes,14800,18100,14800,18100,14800,14800,14800,18100,27100,27100,27100,,,"Mens - Dress Shoes,Mens - Shoes",men.mens_shoes.mens_lace_up_shoes
