,trend,total_volume,social_buzz,retail_distribution
3598,field jacket,282600.0,77,381
3599,thermal pants,150000.0,0,224
3600,cummerbund,383300.0,7,57
3601,wedge heels,442900.0,18,18626
3602,utility jacket,210500.0,120,334
3603,satin robe,293000.0,12,325
3604,setting powder,217000.0,82,1775
3605,halter dress,479400.0,151,5696
3606,jetset,371500.0,123,403
3607,plus size maternity,374300.0,0,1243
3608,makeup setting spray,304400.0,20,290
3609,sweater leggings,85950.0,6,760
3610,mens polo,220600.0,0,17785
3611,seersucker,660300.0,202,961
3612,dockers pants,274400.0,1,663
3613,cross ring,203900.0,19,928
3614,reversible,311200.0,659,10019
3615,mens thermal shirts,86560.0,0,687
3616,lip tint,268700.0,83,311
3617,mens wool coat,120400.0,0,1767
3618,mens denim shirt,201400.0,0,5554
3619,last chance,274700.0,998,30
3620,petite sweaters,105600.0,0,2967
3621,skim milk,378900.0,33,17
3622,nieten,433900.0,18,3
3623,round glasses,274200.0,13,5911
3624,cuff earrings,244400.0,8,540
3625,cat eye sunglasses,521300.0,110,3688
3626,mens crew socks,142500.0,0,4370
3627,capri pants,607700.0,31,4945
3628,round brush,252600.0,27,413
3629,mens thermal,101080.0,0,2034
3630,otk,352100.0,35,53
3631,mens basketball shorts,192300.0,0,361
3632,crystal earrings,247700.0,51,13584
3633,leather biker jacket,223000.0,57,2012
3634,sweet potato chips,607600.0,34,10
3635,faux fur scarf,106800.0,0,325
3636,party shoes,623600.0,23,1345
3637,eyeshadow primer,284500.0,32,127
3638,womens skinny jeans,187600.0,5,21759
3639,tinted moisturizer,340100.0,98,167
3640,head scarf,334100.0,15,210
3641,waist belt,317200.0,36,1763
3642,bafta,581000.0,67,1
3643,cotton gloves,308500.0,4,47
3644,petite pants,330400.0,3,3529
3645,sequin blazer,94600.0,7,336
3646,woven,371500.0,1736,43619
3647,mens denim jacket,260500.0,3,1217
3648,mineral makeup,317200.0,34,3389
3649,iced coffee,439500.0,182,173
3650,korean cosmetics,266800.0,5,18
3651,cashmere gloves,82960.0,10,393
3652,bike shorts,779200.0,7,180
3653,mens running shorts,363400.0,0,749
3654,gold bangle,210700.0,52,7551
3655,exfoliator,310100.0,96,7608
3656,undershirt,316700.0,17,1654
3657,two piece dress,389100.0,82,2296
3658,hanukkah gifts,66740.0,0,39
3659,gel manicure,284500.0,45,445
3660,leather crossbody bag,238700.0,36,12709
3661,chiffon dress,666600.0,220,8595
3662,petite wedding dresses,3493100.0,0,352
3663,nude nail polish,266500.0,17,246
3664,clutch wallet,195100.0,5,706
3665,crewneck,231800.0,331,16843
3666,thong panties,227200.0,0,568
3667,satchel bag,268400.0,35,14741
3668,driving shoes,329200.0,12,1389
3669,maternity coat,251900.0,2,366
3670,wool jacket,172900.0,44,13336
3671,korean beauty,199600.0,205,234
3672,matte eyeshadow palette,215600.0,6,324
3673,makeup sponges,259400.0,52,1373
3674,feather earrings,264900.0,15,507
3675,plus size party dresses,250400.0,0,263
3676,deep conditioner,316100.0,33,491
3677,american music awards,582200.0,26,14
3678,loden,265600.0,2,196
3679,wool gloves,130500.0,1,470
3680,wrinkles,340100.0,742,8769
3681,rebel yell,341500.0,5,96
3682,shearling boots,145100.0,0,1626
3683,womens laptop bag,203100.0,0,2982
3684,collar necklace,313700.0,94,3458
3685,layered necklace,230500.0,91,5713
3686,evening bags,451900.0,6,5104
3687,mens lingerie,256700.0,0,49
3688,perfume gift set,108500.0,0,265
3689,bridal lingerie,513700.0,49,744
3690,platinum ring,264900.0,29,2122
3691,thong bikini,441500.0,8,37
3692,mens trousers,311200.0,2,62900
3693,cnn heroes,129400.0,0,3
3694,organic makeup,291600.0,16,1320
3695,stainless steel bracelet,227200.0,1,14959
3696,chenille bedspreads,459700.0,0,36
3697,neopren,506700.0,270,3119
3698,mens tie,205800.0,0,16857
3699,hydration,430700.0,577,24354
3700,cape dress,244600.0,39,816
3701,floppy hat,545800.0,83,1022
3702,gypsy warrior,381700.0,38,10
3703,mens diamond rings,228000.0,0,1468
3704,black maxi dress,603100.0,26,5148
3705,wax strips,380300.0,8,196
3706,tunic top,298200.0,49,8897
3707,bedhead,279600.0,106,320
3708,off the shoulder sweater,142500.0,7,836
3709,hair tattoo,242100.0,21,53
3710,purple lipstick,288900.0,23,51
3711,twill,378900.0,530,19547
3712,chain necklace,270600.0,108,54352
3713,brows,248900.0,1538,589
3714,silver watch,226600.0,15,16509
3715,mens bag,290500.0,3,13400
3716,cat eye glasses,311800.0,2,3685
3717,hair combs,372900.0,5,2174
3718,suede jacket,249300.0,279,2475
3719,contour stick,179400.0,18,136
3720,canvas messenger bag,334100.0,0,217
3721,polka dot dress,537700.0,46,1953
3722,wrap bracelet,246000.0,111,2989
3723,saddle bag,368000.0,203,2300
3724,activated carbon,364100.0,3,73
3725,ponte pants,231600.0,9,1266
3726,wool hat,181600.0,22,5994
3727,hooded scarf,129500.0,0,71
3728,mens fleece pants,105800.0,0,2352
3729,foot cream,357900.0,8,534
3730,bangle bracelet,207400.0,87,14038
3731,eyebrow gel,335500.0,7,200
3732,brights,175900.0,1491,28160
3733,face scrub,341500.0,37,1455
3734,platform sandals,911500.0,218,9170
3735,quilted vest,168300.0,8,367
3736,turtleneck dress,227200.0,16,2086
3737,underwear for men,324600.0,17,5824
3738,crewneck sweatshirt,218500.0,25,1030
3739,drawstring backpack,599600.0,8,1353
3740,straight hair,318600.0,105,1046
3741,best gifts,112800.0,45,64
3742,motorcycle jackets,432300.0,2,255
3743,ballet slippers,323300.0,15,204
3744,silver dress,322800.0,26,2169
3745,sock bun,353500.0,4,12
3746,petite jeans,236200.0,60,2457
3747,button down shirt,323300.0,147,18793
3748,chambray,650500.0,1062,4644
3749,maternity pajamas,218100.0,0,98
3750,wool scarf,163300.0,22,2694
3751,embroidered,417500.0,2295,35172
3752,winter leggings,224900.0,0,50
3753,platform sneakers,519500.0,46,2674
3754,mens boat shoes,452300.0,0,1502
3755,dree hemingway,306400.0,45,2
3756,split ends,353500.0,88,1133
3757,nail colors,209100.0,121,3425
3758,backless dress,465100.0,52,409
3759,hair serum,335500.0,17,816
3760,womens sweatshirt,155200.0,0,13174
3761,chapped lips,294100.0,50,326
3762,leather vest,506000.0,42,676
3763,white leggings,479400.0,3,534
3764,petite tops,344600.0,2,8037
3765,daisy dukes,514100.0,46,18
3766,rosemary oil,415900.0,22,1329
3767,gingham,550500.0,717,2192
3768,denim shorts,795000.0,496,7180
3769,mens sexy underwear,341500.0,0,57
3770,foundation makeup,348900.0,59,4027
3771,yellow dress,1168000.0,117,3654
3772,saddle shoes,494300.0,6,1522
3773,duster coat,421900.0,30,2212
3774,slip ons,822000.0,169,20393
3775,pink diamond,345900.0,59,2966
3776,herbal life,537500.0,0,53
3777,hair treatment,438100.0,167,104
3778,macbook air 13 sleeve,486700.0,0,10
3779,chandelier earrings,347500.0,45,1604
3780,mens gold watch,278300.0,0,11896
3781,maternity swimwear,767800.0,4,287
3782,gauchos,472500.0,60,321
3783,sexy leggings,320800.0,2,75
3784,mens tracksuits,236400.0,0,46
3785,savings,415900.0,2728,9177
3786,bralet,483100.0,104,293
3787,hair highlights,341500.0,21,718
3788,evil eye bracelet,366900.0,7,352
3789,faux leather leggings,261700.0,7,272
3790,guest book,606000.0,80,53
3791,slip on sneakers,550500.0,127,5806
3792,mens henley,156300.0,0,2602
3793,floral dress,759500.0,871,23461
3794,quartz watch,308800.0,6,30508
3795,frizzy hair,347500.0,114,936
3796,hair comb,380300.0,29,2174
3797,shimmer,380300.0,1032,17280
3798,slim fit jeans,274200.0,22,5073
3799,amas,680900.0,27,27
3800,cuticle oil,353500.0,16,158
3801,trucker cap,606000.0,3,307
3802,card case,297900.0,34,1673
3803,lace panties,307700.0,8,5538
3804,chronograph watch,302800.0,26,10620
3805,fashion week,703500.0,3775,553
3806,macbook pro 13 sleeve,424500.0,0,10
3807,straw hat,850000.0,170,1968
3808,white jumpsuit,645000.0,38,770
3809,oxford shirt,387700.0,72,3503
3810,chino pants,363400.0,14,19868
3811,leather coat,250400.0,32,1631
3812,layered hair,299000.0,2,903
3813,sweater coat,229800.0,20,250
3814,off the shoulder dress,347300.0,397,4989
3815,body oil,300100.0,156,818
3816,cashmere cardigan,262400.0,14,1895
3817,teff,426500.0,2,0
3818,rain pants,400800.0,1,97
3819,white maxi dress,822000.0,34,1667
3820,sheath dress,548500.0,255,14151
3821,zip hoodie,270100.0,62,3000
3822,jelly shoes,826600.0,4,607
3823,skincare,430700.0,4454,47837
3824,mens overcoat,186800.0,0,1554
3825,white out,479700.0,127,7663
3826,wool sweater,214800.0,22,19523
3827,readers,378900.0,1086,605
3828,makeup gift set,116500.0,0,550
3829,night cream,363900.0,76,2314
3830,sensitive skin,220800.0,284,4559
3831,blue suit,387700.0,83,2487
3832,best concealer,323500.0,49,169
3833,fringe purse,295200.0,9,4300
3834,whiteheads,432300.0,19,31
3835,mens turtleneck,132800.0,0,911
3836,cat eye,417500.0,502,3688
3837,petite wool coats,741500.0,0,227
3838,mens gold rings,262700.0,0,1720
3839,birthday gift,410100.0,79,799
3840,puffer coat,181200.0,3,2779
3841,fringe dress,353600.0,108,3166
3842,pinstripes,393700.0,191,3138
3843,zits,438100.0,49,52
3844,best foundation for oily skin,348900.0,11,11
3845,stainless steel earrings,319700.0,0,1000
3846,dry skin,451900.0,380,9053
3847,ear jacket,258600.0,43,779
3848,sporty,439700.0,1092,12182
3849,leverback earrings,302300.0,12,2767
3850,undershirts,353000.0,18,1654
3851,hyperpigmentation,557500.0,38,221
3852,chelsea boot,354800.0,64,1772
3853,distressed jeans,466700.0,306,2362
3854,soy milk,610500.0,23,27
3855,tagsforlikes,483100.0,356,0
3856,printed leggings,399700.0,49,1269
3857,mens fleece jacket,197400.0,0,1576
3858,wearables,476100.0,526,2526
3859,mens rain boots,261200.0,0,244
3860,triangle bikini,1874000.0,89,2660
3861,mens suit,414700.0,4,14201
3862,v neck sweater,229000.0,19,5234
3863,leather tote,424900.0,153,15346
3864,fringe booties,327200.0,22,349
3865,penny loafers,510100.0,46,1809
3866,charm necklace,236400.0,89,11370
3867,skimboard,708100.0,2,10
3868,panama hat,729000.0,140,585
3869,bib necklace,441300.0,44,1751
3870,mens briefcase,290600.0,0,1294
3871,dior so real,682600.0,27,44
3872,teeth whitening strips,649500.0,4,52
3873,voile,654500.0,141,4227
3874,tassel necklace,316200.0,71,2555
3875,teeth whitening gel,721900.0,1,114
3876,graphic tee,420700.0,216,17744
3877,gel eyeliner,410100.0,80,263
3878,mini backpack,499100.0,48,528
3879,chambray shirt,539100.0,202,2101
3880,one piece dress,417500.0,1,768
3881,mens down jacket,216300.0,0,2639
3882,face primer,383300.0,48,769
3883,intel edison,626500.0,0,0
3884,strobing,504300.0,222,106
3885,baby bags,657000.0,9,10871
3886,sexy bra,457700.0,4,1023
3887,lip injections,381900.0,49,42
3888,clutch bags,588500.0,17,23162
3889,skort,1199000.0,94,399
3890,round sunglasses,613000.0,150,5916
3891,white lace dress,825500.0,81,4189
3892,pullover hoodie,278400.0,26,1222
3893,zebra print,435500.0,19,1013
3894,plaid dress,290600.0,54,902
3895,mens skinny jeans,301500.0,0,4161
3896,aviators,561500.0,400,3549
3897,fallon,521500.0,955,105
3898,wedding gown,577500.0,499,870
3899,hotpants,753000.0,10,299
3900,chocolate diamond,133600.0,13,614
3901,faux fur jacket,207700.0,16,1116
3902,14k gold,321100.0,506,48931
3903,petite pajamas,108100.0,0,318
3904,mens waterproof boots,227200.0,0,4280
3905,sun hat,1215000.0,92,1413
3906,black lipstick,544800.0,46,163
3907,preppy,566500.0,430,158
3908,yoga leggings,401100.0,27,1028
3909,oversized sweater,319600.0,51,2656
3910,cowl neck sweater,195400.0,0,857
3911,beaglebone black,571000.0,0,0
3912,mens cargo shorts,810600.0,0,2487
3913,kamut,722000.0,4,0
3914,maternity bra,472500.0,2,580
3915,sweet almond oil,465100.0,14,1336
3916,whole milk,399700.0,33,42
3917,eyebrow brush,404300.0,5,218
3918,ponte,559500.0,154,5330
3919,chevron bedding,453500.0,2,637
3920,casual pants,695000.0,26,69064
3921,workout leggings,328200.0,37,376
3922,yellow diamond,408600.0,66,20200
3923,hobo bag,474100.0,57,5957
3924,white gold ring,299000.0,25,23410
3925,alcatel onetouch,474100.0,2,0
3926,normcore,680500.0,48,10
3927,sebum,490500.0,41,1020
3928,black suit,519500.0,54,3996
3929,hair crimper,292500.0,6,10
3930,swim shorts,1025500.0,70,2571
3931,silk robe,335000.0,14,237
3932,olive green,353300.0,149,2732
3933,barrettes,396700.0,157,1366
3934,mens golf shoes,613700.0,0,416
3935,wayfarer sunglasses,840500.0,18,1124
3936,mid calf boots,275300.0,2,1333
3937,lace bra,410100.0,112,8117
3938,lapel pin,384700.0,39,249
3939,fur jacket,258500.0,44,2408
3940,eye treatments,470300.0,39,519
3941,red lace dress,340600.0,14,1537
3942,rollerball,442900.0,46,570
3943,tees,705500.0,2312,78441
3944,slouch boots,255800.0,2,674
3945,bowling bag,373800.0,11,379
3946,denim shirts,422100.0,21,5554
3947,mens cardigans,258500.0,0,5710
3948,fur scarf,185800.0,1,917
3949,mens slip on shoes,328700.0,0,20393
3950,short shorts,697500.0,118,7819
3951,platform boots,581200.0,5,9823
3952,a-line skirt,550500.0,0,31857
3953,jacquard,599500.0,517,20228
3954,makeup brush sets,272100.0,1,401
3955,briefs underwear,812000.0,3,3917
3956,a-line dress,568500.0,0,91085
3957,workout pants,430200.0,11,1750
3958,arm warmers,298800.0,3,48
3959,purple dress,911000.0,28,9362
3960,long coat,350100.0,57,14270
3961,boardshorts,948000.0,223,3306
3962,boxers underwear,614600.0,3,5824
3963,lcm,741500.0,86,16
3964,how to apply eyeliner,519500.0,8,96
3965,leather satchel,438900.0,48,11236
3966,army jacket,401600.0,41,312
3967,ruby earrings,313300.0,11,1626
3968,satin panties,632500.0,0,1013
3969,pink dress,950000.0,263,13896
3970,anti-aging,695500.0,189,1718
3971,bucket bag,646000.0,354,3245
3972,natural makeup,492500.0,241,0
3973,espadrille,979000.0,1106,9196
3974,nail polish remover,590500.0,22,628
3975,makeup palettes,401000.0,35,4029
3976,new years dress,80940.0,1,237
3977,army boots,543100.0,2,105
3978,leather watch,401900.0,44,13854
3979,fabfitfun,378000.0,129,0
3980,mens moccasins,286000.0,0,3765
3981,evening gown,730500.0,116,11611
3982,mens messenger bag,406300.0,0,1294
3983,mens athletic shoes,414300.0,0,10094
3984,17 inch laptop bag,397100.0,0,21
3985,down vest,271800.0,11,245
3986,kabuki brush,528100.0,31,345
3987,sky blue,643500.0,168,5331
3988,white t shirt,659000.0,102,13980
3989,bridesmaid dress,790000.0,265,981
3990,mens wool socks,147000.0,0,1026
3991,bomber jackets,285100.0,200,3238
3992,knit hat,219900.0,9,2536
3993,cambridge satchel,539500.0,18,73
3994,moto jacket,388500.0,304,1882
3995,wedge shoes,944500.0,13,26135
3996,mechanical watch,530500.0,10,1373
3997,wedge sandals,1867000.0,189,14909
3998,fair isle sweater,193100.0,5,157
3999,ombre nails,541500.0,12,10
4000,mens leather bracelets,329400.0,0,3045
4001,shearling coat,307600.0,15,2698
4002,sesame oil,643500.0,51,202
4003,asymmetrical,533200.0,328,25248
4004,trifold wallet,301600.0,1,772
4005,business card case,507100.0,0,224
4006,stainless steel necklace,380600.0,0,1512
4007,black pants,522200.0,77,28846
4008,high waisted shorts,1544000.0,118,5939
4009,bar necklace,289300.0,83,3207
4010,threading,579500.0,36,7352
4011,black sweater,297300.0,43,19135
4012,ruffles,573000.0,1751,26175
4013,phillip lim,621500.0,122,4280
4014,canvas bag,654500.0,63,11181
4015,pleated skirt,651500.0,230,12168
4016,holiday dress,170500.0,21,602
4017,ladies underwear,548500.0,0,57
4018,moccasin boots,360400.0,3,250
4019,mens basketball shoes,412800.0,0,368
4020,brazilian bikini,995500.0,13,744
4021,mens bomber jacket,305100.0,0,3238
4022,memebox,501300.0,14,1
4023,kitten heels,681500.0,22,1127
4024,avocado oil,793000.0,27,1532
4025,cubic zirconia earrings,655900.0,7,5398
4026,ruby necklace,313300.0,10,1780
4027,casual dress,646000.0,108,4094
4028,turquoise earrings,429900.0,26,2314
4029,mens flip flops,731000.0,0,1916
4030,rashguard,973500.0,178,1075
4031,top knot,595000.0,221,1089
4032,vma,1881000.0,20,0
4033,smoking jacket,373600.0,7,156
4034,underwear men,559500.0,6,5824
4035,hair wax,546500.0,4,1191
4036,bath gift set,148300.0,4,1026
4037,platform heels,635000.0,102,12953
4038,red lipstick,535000.0,320,650
4039,plaid skirt,571300.0,25,469
4040,plus size dress,1123500.0,135,9085
4041,mens corduroy pants,195300.0,0,481
4042,face masks,430100.0,168,2546
4043,cuff bracelet,356900.0,134,10028
4044,leather dress,501500.0,60,6531
4045,mfw,773500.0,744,12
4046,long skirt,659500.0,87,7273
4047,mens trench coat,414400.0,0,1554
4048,cover up,973500.0,749,5996
4049,mens long sleeve t shirts,303400.0,0,4539
4050,hair oil,568500.0,91,8111
4051,mens sweatshirt,179500.0,4,19690
4052,plus size jeans,573400.0,27,1933
4053,pearl bracelet,483500.0,32,3763
4054,high waisted bikini,1983000.0,39,1003
4055,mens hiking boots,444100.0,0,1301
4056,best mascara,548500.0,99,150
4057,white jeans,820500.0,464,10729
4058,tyvek,800500.0,3,11
4059,maternity leggings,441200.0,22,492
4060,brocade,679000.0,93,1646
4061,ball gown,694000.0,227,458
4062,fit and flare dress,883000.0,151,12728
4063,lace top,697500.0,483,18106
4064,dark blue,637500.0,148,18778
4065,tweed jacket,585200.0,61,2393
4066,flower crown,988000.0,410,186
4067,eyebrow pencil,733000.0,39,394
4068,bandeau,1165000.0,369,4837
4069,quilted jacket,476200.0,58,2674
4070,maternity jeans,681500.0,100,962
4071,bangle,591000.0,1011,14038
4072,navajo,779500.0,63,240
4073,best foundation,562000.0,123,214
4074,academy awards,1824000.0,101,16
4075,nursing shoes,806500.0,0,249
4076,mom jeans,851000.0,105,500
4077,leave in conditioner,847000.0,114,1781
4078,black skirt,647000.0,91,19777
4079,mens parka,346300.0,0,1582
4080,organza,760000.0,241,4559
4081,wavy hair,711500.0,123,675
4082,photoshoot,746500.0,1320,27
4083,white gold necklace,335000.0,3,16119
4084,peplum dress,790000.0,31,1424
4085,dopp kit,344800.0,43,121
4086,halter top,901000.0,225,1491
4087,polka dots,681500.0,286,8111
4088,contouring kit,527600.0,11,164
4089,slacks,773500.0,160,125
4090,contouring makeup,548700.0,38,2161
4091,mens undershirts,331800.0,0,1654
4092,kate spade handbags,613000.0,0,1597
4093,shoelaces,711000.0,34,41
4094,brush set,421800.0,64,623
4095,optical,706000.0,476,1809
4096,bootcut jeans,581100.0,8,1299
4097,silver jeans,686500.0,18,135
4098,swim trunks,901000.0,59,4630
4099,tunic sweater,237300.0,9,1318
4100,thatcher,662000.0,35,25
4101,hobo bags,838000.0,3,5957
4102,hair gel,646000.0,16,1678
4103,potato chips,692500.0,108,54
4104,mens tennis shoes,456000.0,0,782
4105,beutel,820000.0,7,2
4106,hand lotion,405500.0,18,605
4107,concealer palette,591000.0,15,352
4108,bowler hat,689500.0,2,212
4109,back to school,3476000.0,129,1318
4110,damask,733000.0,85,4612
4111,drop earrings,439800.0,299,27434
4112,peplum top,733000.0,131,2532
4113,mules,853000.0,409,8850
4114,cobalt blue,823000.0,152,2002
4115,burgundy dress,480700.0,10,1289
4116,light therapy,457900.0,36,136
4117,tom ford lipstick,379200.0,9,3
4118,boy shorts,735500.0,5,6174
4119,sheepskin,542000.0,112,263
4120,tuxedo shirt,633000.0,9,266
4121,lip scrub,417200.0,46,75
4122,khakis,719500.0,579,19868
4123,calvin klein shoes,733000.0,1,1491
4124,mens blazer,445600.0,0,22304
4125,work shoes,896500.0,5,3452
4126,man bag,619500.0,15,13400
4127,dried fruit,533000.0,24,520
4128,lip stain,624000.0,85,180
4129,cosmetic bags,517000.0,10,1125
4130,ankle booties,438800.0,69,1668
4131,luggage tag,626000.0,19,700
4132,sterling silver ring,532100.0,26,20914
4133,gift certificates,231600.0,61,197
4134,bridal,1001500.0,7170,12290
